IsStance,marker,sentence,filename
,aim,"At BMW, our goal extends beyond simply offering means for transportation we [aim] to provide innovative and sustainable mobility solutions to lead the future of individual mobility.",BMW_2023.txt
,aim,By adhering to this standard we [aim] to achieve measurable sustainability goals at every stage of a building s existence.,BMW_2023.txt
,aim,"The marketing and promotion should [aim] to steer clear of those who under the legal drinking age (for example, objects, images, styles, symbols, colors, music and characters including cartoon characters that appeal to children or adolescent should not be used in marketing campaigns and commercial publicity).",CRB_2023.txt
,aim,"In terms of purchasing certified palm oil, we [aim] to mitigate the risk of deforestation by sourcing RSPO- certified palm oil.",MENGNIU_2023.txt
,aim,"RSPO (Roundtable of Sustainable Palm Oil) It is an international organization consisting of palm oil producers, traders, consumers and environmental protection organizations, with the [aim] of maintaining the sustainability of palm tree (oil palm) cultivation, processing and trade links, and progressively achieving the sustainable development of palm oil products.",MENGNIU_2023.txt
,aim,"In addition, we advocate for cooperative farms to establish a tailored base management system that incorporates environmental factors, with the [aim] of continuously strengthening the management of pollutants such as wastewater, waste gas, noise, and solid waste generated on the farms, ultimately minimizing the negative environmental impact of the raw milk production process.",MENGNIU_2023.txt
,aim,"Through this process, we [aim] to classify suppliers based on their risk levels and sustainable development capabilities by conducting pre-screenings of supplier risks and assessing the maturity of their environmental and social management systems.",MENGNIU_2023.txt
,aim,"Guided by the talent philosophy, we [aim] to support the continuous growth and development of our talents.",MENGNIU_2023.txt
,aim,"In 2023, we promoted the implementation of projects such as precision nutrition, life science, synthetic biology and green packaging through investment, with an [aim] to build a sustainable development ecosystem with complementary advantages and close relations.",MENGNIU_2023.txt
,aim,"As an industry-leading enterprise, we remains committed to promoting the strategy of Creating A New Mengniu, and put forward a more nutritious, smarter and greener development philosophy with an [aim] to accelerating the building of a world-class dairy company.",MENGNIU_2023.txt
,aim,"With the [aim] to upskill dealership management, we leverage the Operation Management Competition of National Sales Competition, refresh the management curriculum system, and execute focused coaching initiatives, fully committed to driving the ongoing upgrade of dealership operation management models and the sustainable growth of business profitability.",BMW_2023.txt
,aim,"Through continuous technological innovation and quality enhancement, we [aim] to deliver high quality products to enable the best driving experiences for our customers.",BMW_2023.txt
,aim,"These components [aim] to support rural revitalization through sports-education integration, enabling children to grasp the spirit of sports, foster positive energy, and cultivate healthy lifestyles and sound personalities through sports engagement.",ANTA_2023.txt
,aim,"Electromobility is vital for climate-neutral mobility, and we [aim] to have electric vehicles comprise 50 of our global sales by 2030.",BMW_2023.txt
,aim,"By integrating circular fashion principles into our business model, we [aim] to support the sustainable development of consumers, industries and society.",ANTA_2023.txt
,aim,"With training sessions covering topics including responsible land management, water reduction, and chemical and production of responsible leather and cotton, we [aim] to further raise suppliers awareness of social responsibility management.",ANTA_2023.txt
,aim,"From product materials to energy efficiency, we [aim] to increase the material recyclability and secondary raw material usage, reduce energy consumption and carbon footprint.",BMW_2023.txt
,aim,"ANTA Sports Products Limited ESG Report 202386 COOPERATION FOR WIN-WIN RESULTSSupplier Communication and Protection We [aim] to communicate with our suppliers to convey supply chain management concepts and requirements promptly, fostering long-term and stable partnerships.",ANTA_2023.txt
,aim,"By redesigning the specifications for the amount of packaging paper used and assessing it every quarter based on the production styles, we [aim] to reduce the use of printed isolation paper in packaging; Reusing cardboard boxes generated in the unpacking process to achieve a cycle of cardboard box usage; Optimizing the packaging boxes for ANTA and FILA accessories to smaller-sized cardboard boxes while introducing special courier bags for ANTA Kids; Switching from using ( ) shaped reinforcements to ( ) shaped ones for cardboard box packaging in logistics, gradually promoting tape-free cardboard box designs to reduce the use of plastic tape in the packaging process.",ANTA_2023.txt
,aim,"ANTA Sports Products Limited ESG Report 202368 GREEN DEVELOPMENT FOR ECOLOGICAL CONSERVATIONGreen Supply Chain Management With the [aim] of promoting the green development of the supply chain, we conducted carbon assessments with a third-party company for energy reduction diagnostics and recommendations.",ANTA_2023.txt
,aim,"These efforts [aim] to promote gender equality and empower women in the workplace, market competition and community life.",ANTA_2023.txt
,aim,"These programs [aim] to provide knowledge on labor laws and regulations, human rights standards and protections, forced labor and child labor, working hour management, and health and welfare, ensuring that suppliers understand and comply with relevant laws, regulations, and our human rights policies.",ANTA_2023.txt
,aimed,"Baijiu as White as Jade Baijiu Trainers Ability Improvement ProjectIt [aimed] to improve the training professional ability of baijiu trainers, and help baijiu project companies to carry out talent development.",CRB_2023.txt
,aimed,"Throughout the past year, we have actively pursued strategies and initiatives [aimed] at ensuring Feihe's sustainability, consistently championing the integration of social, economic, and environmental benefits.",FEIHE_2023.txt
,aimed,These initiatives were [aimed] at comprehensively enhancing the Company's governance level and bolstering our capabilities in risk prevention.,FEIHE_2023.txt
,aimed,"Feihe's WCM quality pillar improvement seminar Feihe's WCM quality pillar improvement seminar In January 2023, Feihe organized a specialized training session [aimed] at enhancing sensory skills.",FEIHE_2023.txt
,aimed,"Purchasing talent training project It [aimed] to take insight into external industry trends and implement purchasing strategic intentions; absorbed external frontier practice, and improved purchasing ability by benchmarking.",CRB_2023.txt
,aimed,"CR Snow HRBP Micro-course Competition It [aimed] to precipitate learning resources, increase learning convenience and build a solid HRBP team.",CRB_2023.txt
,aimed,"Development of Micro-course Series on Baijiu s General Knowledge It [aimed] to develop micro-courses of baijiu general knowledge, start employees learning and growth, tell baijiu product stories well, and spread baijiu brand voices.",CRB_2023.txt
,aimed,"CHINA RESOURCES BEER (HOLDINGS) COMPANY LIMITED Environmental, Social and Governance Report Optimizing the management Learning System Construction It [aimed] to improve the training system to help the training business.",CRB_2023.txt
,aimed,"Throughout our six-decade journey, we have consistently [aimed] for the stars, shouldering significant responsibilities, and embodying the ethos that Customer Comes First, Actions Speak Louder than Words.",FEIHE_2023.txt
,aimed,"Purchasing talent training project It [aimed] to take insight into external industry trends and implement purchasing strategic intentions; absorbed external frontier practice, and improved purchasing ability by benchmarking.",CRB_2023.txt
,aimed,"High-performance middle-level project in the production system It [aimed] to meet the needs of production system business development and intelligent transformation, effectively improve the management ability of high-performance middle-level management in the production system, and build a high-quality talent echelon for the production system.",CRB_2023.txt
,aimed,This program [aimed] to conduct a comprehensive analysis of the active nutritional components found in breast milk that are associated with brain and neurodevelopmental psychology.,FEIHE_2023.txt
,aimed,These efforts are [aimed] at ensuring maximum recycling of our products.,ANTA_2023.txt
,aimed,"CR Snow HRBP Micro-course Competition It [aimed] to precipitate learning resources, increase learning convenience and build a solid HRBP team.",CRB_2023.txt
,aimed,"The initiative [aimed] to actively promote student nutrition and health education, boost healthy food culture in campuses, and cultivate healthy eating habits, improve physical fitness, and ensure the healthy growth of children and adolescents.",MENGNIU_2023.txt
,aimed,This ongoing effort is [aimed] at bolstering our atmospheric pollution management practices company-wide.,FEIHE_2023.txt
,aimed,Management trainee training program of Fearless Trainees and Future Stars training camp It [aimed] to establish a comprehensive supporting management talent echelon to meet the training needs of the Company s business development for middle-level management.,CRB_2023.txt
,aimed,"About The Group To Our Shareholders Corporate Governance Financial Statements Environmental, Social and Governance Report 2023 e Environmental, Social and Governance Report Online extension 5 3 HRBP HRBP 13 35 17 200 13 Snow Lecture Hall It [aimed] to transform the practical experience of the leaders of each business unit into the experience and capabilities of the organization.",CRB_2023.txt
,aimed,"Baijiu as White as Jade Baijiu Trainers Ability Improvement ProjectIt [aimed] to improve the training professional ability of baijiu trainers, and help baijiu project companies to carry out talent development.",CRB_2023.txt
,aimed,"Such activity [aimed] to help the pasture partners to implement standard management, precision breeding and cost reduction & efficiency enhancement, enhance their comprehensive competitiveness, and achieve common prosperity of the upstream and downstream industrial chains.",MENGNIU_2023.txt
,aimed,"The initiative [aimed] to actively promote student nutrition and health education, boost healthy food culture in campuses, and cultivate healthy eating habits, improve physical fitness, and ensure the healthy growth of children and adolescents.",MENGNIU_2023.txt
,aimed,"High-performance middle-level project in the production system It [aimed] to meet the needs of production system business development and intelligent transformation, effectively improve the management ability of high-performance middle-level management in the production system, and build a high-quality talent echelon for the production system.",CRB_2023.txt
,aimed,Management trainee training program of Fearless Trainees and Future Stars training camp It [aimed] to establish a comprehensive supporting management talent echelon to meet the training needs of the Company s business development for middle-level management.,CRB_2023.txt
,aimed,These efforts are [aimed] at ensuring maximum recycling of our products.,ANTA_2023.txt
,aimed,"About The Group To Our Shareholders Corporate Governance Financial Statements Environmental, Social and Governance Report 2023 e Environmental, Social and Governance Report Online extension 5 3 HRBP HRBP 13 35 17 200 13 Snow Lecture Hall It [aimed] to transform the practical experience of the leaders of each business unit into the experience and capabilities of the organization.",CRB_2023.txt
,aimed,"Such activity [aimed] to help the pasture partners to implement standard management, precision breeding and cost reduction & efficiency enhancement, enhance their comprehensive competitiveness, and achieve common prosperity of the upstream and downstream industrial chains.",MENGNIU_2023.txt
,aimed,"BOC Hainan Branch introduced the Smart Livestock Farming Loan product, which [aimed] at helping livestock farming enterprises get rid of obstacles to obtaining guarantees.",BOC_2023.txt
,aimed,"CHINA RESOURCES BEER (HOLDINGS) COMPANY LIMITED Environmental, Social and Governance Report Optimizing the management Learning System Construction It [aimed] to improve the training system to help the training business.",CRB_2023.txt
,aimed,"Development of Micro-course Series on Baijiu s General Knowledge It [aimed] to develop micro-courses of baijiu general knowledge, start employees learning and growth, tell baijiu product stories well, and spread baijiu brand voices.",CRB_2023.txt
,aimed,"Feihe's WCM quality pillar improvement seminar Feihe's WCM quality pillar improvement seminar In January 2023, Feihe organized a specialized training session [aimed] at enhancing sensory skills.",FEIHE_2023.txt
,aimed,These initiatives were [aimed] at comprehensively enhancing the Company's governance level and bolstering our capabilities in risk prevention.,FEIHE_2023.txt
,aimed,"Throughout the past year, we have actively pursued strategies and initiatives [aimed] at ensuring Feihe's sustainability, consistently championing the integration of social, economic, and environmental benefits.",FEIHE_2023.txt
,aimed,"Inclusive Investment includes the investment specifically [aimed] at specific industries and inclusive themes, such as supporting agriculture, rural areas, and farmers, promoting rural revitalization, and improving conditions in housing and shantytowns.",PINGAN_2023.txt
,aimed,NPS (Net Promoter Score) is a statistical measure [aimed] at the customer base of 11 professional companies within Ping An Group.,PINGAN_2023.txt
,aimed,The investment is [aimed] at creating a diversified shareholder structure and instituting market-driven corporate governance in the beneficiary company.,PINGAN_2023.txt
,aimed,"CN-ESG Evaluation System Stocks in the bottom 10 of CN-ESG scores of each sectors The end of 2023 Asset scale (in RMB million) 724 Proportion of the total carrying value of the stock portfolio in the insurance funds ( )0. 25Engagement in Climate Action 100 China ShenhuaCase 4CCUS stands for Carbon Capture, Utilization, and Storage, referring to technologies [aimed] at the separation of CO2 from industrial processes, energy utilization, or directly from the atmosphere.",PINGAN_2023.txt
,aimed,"This platform offers comprehensive risk management services, including environmental pollution sensitivity maps, expert information, risk control toolkits, and risk assessment models for 18 industries, [aimed] at enhancing risk monitoring, early warning systems, and environmental risk governance.",PINGAN_2023.txt
,aimed,"They are the self-regulatory Green Insurance Classification Guidelines (2023 Edition) covering green insurance products, green investment of insurance funds and green operation of insurance companies and the Guidance for Disclosure of Environmental, Social and Governance (ESG) Information for Insurance Institutions the first domestic self- regulatory document [aimed] specifically at enhancing ESG disclosure frameworks and content in the insurance industry.",PINGAN_2023.txt
,aimed,"BMW GROUP CHINA SUSTAINABILITY REPORT 202380 Diversity, Equity and Inclusion OTHER INFORMATIONPRODUCTS AND SERVICESPRODUCTION AND OPERATIONDEALER AND SUPPL Y CHAINEMPLOYEE AND SOCIETY FUNDAMENTAL VISIONARY DIRECTION INTERNATIONAL DAY OF TOLERANCE To commemorate the International Day of Tolerance in November, BMW Group China sent a letter to all associates, [aimed] to raise awareness of the day, underline the importance of tolerance and inclusivity, and reiterate BMW s strategy on diversity.",BMW_2023.txt
,aimed,"UNCONSCIOUS BIAS Shenyang held a week-long virtual on-site tour From Unconscious Bias to Conscious Inclusion for all associates, [aimed] to encourage them to get to know six unconscious bias, avoid them and build an inclusive workplace.",BMW_2023.txt
,aimed,These resources are [aimed] at deepening our employees understanding of our social responsibility efforts and inspiring them to take part in meaningful social initiatives.,BMW_2023.txt
,aimed,"BMW GROUP CHINA SUSTAINABILITY REPORT 202380 Diversity, Equity and Inclusion OTHER INFORMATIONPRODUCTS AND SERVICESPRODUCTION AND OPERATIONDEALER AND SUPPL Y CHAINEMPLOYEE AND SOCIETY FUNDAMENTAL VISIONARY DIRECTION INTERNATIONAL DAY OF TOLERANCE To commemorate the International Day of Tolerance in November, BMW Group China sent a letter to all associates, [aimed] to raise awareness of the day, underline the importance of tolerance and inclusivity, and reiterate BMW s strategy on diversity.",BMW_2023.txt
,aimed,"UNCONSCIOUS BIAS Shenyang held a week-long virtual on-site tour From Unconscious Bias to Conscious Inclusion for all associates, [aimed] to encourage them to get to know six unconscious bias, avoid them and build an inclusive workplace.",BMW_2023.txt
,aimed,These resources are [aimed] at deepening our employees understanding of our social responsibility efforts and inspiring them to take part in meaningful social initiatives.,BMW_2023.txt
,aimed,"Leveraging scientific research platforms, the Company embarked on a brain development strategy [aimed] at systematically studying key nutritional components crucial for brain development.",FEIHE_2023.txt
,aimed,"This study involved the recruitment of 330 volunteers to partake in feeding trials, [aimed] at assessing the impact of Feihe's cognitive formula infant formula, enriched with components such as phospholipids polyunsaturated fatty acids, on infant cognitive abilities.",FEIHE_2023.txt
,aimed,"As part of our commitment to advancing national nutritional initiatives, we actively engage in research [aimed] at reducing sugar, fat, and sodium, and enhancing nutrient content to minimize the need for artificial additives.",FEIHE_2023.txt
,aimed,NPS (Net Promoter Score) is a statistical measure [aimed] at the customer base of 11 professional companies within Ping An Group.,PINGAN_2023.txt
,aimed,The investment is [aimed] at creating a diversified shareholder structure and instituting market-driven corporate governance in the beneficiary company.,PINGAN_2023.txt
,aimed,"Inclusive Investment includes the investment specifically [aimed] at specific industries and inclusive themes, such as supporting agriculture, rural areas, and farmers, promoting rural revitalization, and improving conditions in housing and shantytowns.",PINGAN_2023.txt
,aimed,"This platform offers comprehensive risk management services, including environmental pollution sensitivity maps, expert information, risk control toolkits, and risk assessment models for 18 industries, [aimed] at enhancing risk monitoring, early warning systems, and environmental risk governance.",PINGAN_2023.txt
,aimed,"The two important energy infrastructure projects [aimed] to improve the local energy mix, expedite the transition to clean energy, and provide the public with safe, stable and clean electricity supply.",BOC_2023.txt
,aimed,"Over the past decade, BOC, as the most internationalised Chinese bank with a history of over 100 years, has followed the principle of extensive consultation, joint contributions, and shared benefits, adhered to a vision of openness, green development, and clean governance, and [aimed] to reach high standards, enhance people's well-being, and advance sustainability.",BOC_2023.txt
,aimed,"BOC Hainan Branch introduced the Smart Livestock Farming Loan product, which [aimed] at helping livestock farming enterprises get rid of obstacles to obtaining guarantees.",BOC_2023.txt
,aimed,"These efforts are [aimed] at strengthening the skills and service mindset of our teams, ensuring that we consistently deliver professional, attentive, and high-quality after-sales service experiences to our global users.",VIVO_2023.txt
,aimed,We are committed to environmental protection through concrete actions [aimed] at maintaining ecological balance.,VIVO_2023.txt
,aimed,"CN-ESG Evaluation System Stocks in the bottom 10 of CN-ESG scores of each sectors The end of 2023 Asset scale (in RMB million) 724 Proportion of the total carrying value of the stock portfolio in the insurance funds ( )0. 25Engagement in Climate Action 100 China ShenhuaCase 4CCUS stands for Carbon Capture, Utilization, and Storage, referring to technologies [aimed] at the separation of CO2 from industrial processes, energy utilization, or directly from the atmosphere.",PINGAN_2023.txt
,aimed,"The two important energy infrastructure projects [aimed] to improve the local energy mix, expedite the transition to clean energy, and provide the public with safe, stable and clean electricity supply.",BOC_2023.txt
,aimed,"Over the past decade, BOC, as the most internationalised Chinese bank with a history of over 100 years, has followed the principle of extensive consultation, joint contributions, and shared benefits, adhered to a vision of openness, green development, and clean governance, and [aimed] to reach high standards, enhance people's well-being, and advance sustainability.",BOC_2023.txt
,aimed,"This event [aimed] to nurture talent with OS knowledge and skills, build an open platform for high-caliber OS technicians to exchange, display their talent, and collaborate, and boost the global open source ecology.",VIVO_2023.txt
,aimed,"Throughout our six-decade journey, we have consistently [aimed] for the stars, shouldering significant responsibilities, and embodying the ethos that Customer Comes First, Actions Speak Louder than Words.",FEIHE_2023.txt
,aimed,This ongoing effort is [aimed] at bolstering our atmospheric pollution management practices company-wide.,FEIHE_2023.txt
,aimed,"As part of our commitment to advancing national nutritional initiatives, we actively engage in research [aimed] at reducing sugar, fat, and sodium, and enhancing nutrient content to minimize the need for artificial additives.",FEIHE_2023.txt
,aimed,"These efforts are [aimed] at strengthening the skills and service mindset of our teams, ensuring that we consistently deliver professional, attentive, and high-quality after-sales service experiences to our global users.",VIVO_2023.txt
,aimed,"This study involved the recruitment of 330 volunteers to partake in feeding trials, [aimed] at assessing the impact of Feihe's cognitive formula infant formula, enriched with components such as phospholipids polyunsaturated fatty acids, on infant cognitive abilities.",FEIHE_2023.txt
,aimed,"Leveraging scientific research platforms, the Company embarked on a brain development strategy [aimed] at systematically studying key nutritional components crucial for brain development.",FEIHE_2023.txt
,aimed,This program [aimed] to conduct a comprehensive analysis of the active nutritional components found in breast milk that are associated with brain and neurodevelopmental psychology.,FEIHE_2023.txt
,aimed,"They are the self-regulatory Green Insurance Classification Guidelines (2023 Edition) covering green insurance products, green investment of insurance funds and green operation of insurance companies and the Guidance for Disclosure of Environmental, Social and Governance (ESG) Information for Insurance Institutions the first domestic self- regulatory document [aimed] specifically at enhancing ESG disclosure frameworks and content in the insurance industry.",PINGAN_2023.txt
,aimed,We are committed to environmental protection through concrete actions [aimed] at maintaining ecological balance.,VIVO_2023.txt
