IsStance,marker,sentence,filename
,aim,"The [aim] is to eliminate wasteful consump- tion of various energy sources such as electricity, water, oil, and to prevent running, overflowing, dripping, and leakage.",FEIHE_2022.txt
,aim,"The [aim] is to optimize the content description of the cultural behavior guide system, accelerate Feihe's strategic culture-focused behavior transformation, and improve organizational capabilities.",FEIHE_2022.txt
,aim,"In 2022, we conducted three network security training sessions and one security emergency drill with the [aim] of improving information security management and raising awareness among all employees about information security protection.",FEIHE_2022.txt
,aim,These clauses [aim] to maintain a fair and orderly market competition order and ensure a clean and self-disciplined cooperative relationship.,FEIHE_2022.txt
,aim,"BOC builds a people-oriented corporate culture, takes good care of its employees, and establishes a comprehensive staff benefits system, with the [aim] to enhance their sense of identity and belonging to the Bank.",BOC_2022.txt
,aim,The underlying [aim] of everything we do is to offer ever fresher and more suitable milk for Chinese parents and their children.,FEIHE_2022.txt
,aim,"With training sessions covering topics including responsible land management, water reduction, and chemical and production of responsible leather and cotton, we [aim] to further raise suppliers awareness of social responsibility management and work with them to create a green future together.",ANTA_2022.txt
,aim,"With the [aim] of creating leading-edge sports equipment, we partnered with Beijing Institute of Fashion Industry to work on scientific research, jointly build a platform for industry-university-research cooperation, and accelerate the cultivation of professional talents as well as the R&D of key projects and transformation of research results.",ANTA_2022.txt
,aim,"The [aim] is to extend the industry from farming to deep processing of products, and establish each county with a high-quality agricultural product industry chain and a number of market-competitive products, creating a full chain support mode combining industry consumption and one county, one chain.",SINOPEC_2022.txt
,aim,"The sustainable development philosophy was fully integrated into a series of policies such as the Outline of Development Plan for the 14th Five-Year Plan Period and Long-range Objectives through the Year 2035 of Bank of China, Green Finance Programme of Bank of China for the 14th Five-Year Plan Period and Action Plan of Bank of China for Serving CO2 Emissions Peaking and Carbon Neutrality Goals, with the [aim] to contributing more to the high-quality development of national economy, society and environment.",BOC_2022.txt
,aim,"Through the program, Ping An gives full play to Ping An's advantages of integrated nance healthcare and o ers insurance, nancial and healthcare services to rural areas, with the [aim] of developing advantageous agricultural industries and building a harmonious and beautiful countryside.",PINGAN_2022.txt
,aim,"In these ways, we [aim] to lead by example in fulfilling our commitment to sustainable development and demonstrate our corporate responsibility.",HONOR_2021-2022.txt
,aim,"Our [aim] is to enable everyone in the industry chain to work decently, thereby improving the sustainable development in the supply chain.",HONOR_2021-2022.txt
,aim,"e e e e e d The marketing and promotion should [aim] to steer clear of those who under the legal drinking age (for example, objects, images, styles, symbols, colors, music and characters including cartoon characters that appeal to children or adolescent should not be used in marketing campaigns and commercial publicity).",CRB_2022.txt
,aim,"During the period under review, the Group held two company-wide warning education conferences, covering more than 25, 000 employees, with an [aim] to continually build up employees awareness of rules.",CRB_2022.txt
,aim,"Environmental, Social and Governance Report 2022 57 FINANCIAL S TATEMENTS A BOUT T HE G ROUP TO OUR S HAREHOLDERS CORPORATE G OVERNANCE Environmental, Social and Governance ReportThe Group has initiated CRSB s corporate culture restructuring project since 2018, with the [aim] of refining its core cultural values through corporate culture restructuring.",CRB_2022.txt
,aim,"RSPO (Roundtable of Sustainable Palm Oil) It is an international organization consisting of palm oil producers, traders, consumers and environmental protection organizations, with the [aim] of maintaining the sustainability of palm tree (oil palm) cultivation, processing and trade links, and progressively achieving the sustainable development of palm oil products.",MENGNIU_2022.txt
,aim,"On the path to sustainable development, we are now in the stages of Participant, as we [aim] to respond to international initiatives and formulate long-term goals and strategies.",ANTA_2022.txt
,aim,"On the basis of compliance with relevant laws and regulations, we have established internal policies, such as the Regulations on the Management of Energy Conservation and Consumption Reduction and the Standardized Management Specifications for Production of Packaging Boxes, with the [aim] of building a green logistics system.",ANTA_2022.txt
,aim,"These measures [aim] to optimise energy-saving technology and equipment, and comprehensively promote the upgrading and procurement of products.",SINOPEC_2022.txt
,aim,"Our [aim] is to provide an environment that fosters passion and innovation, and to work collaboratively with our talented employees to make a positive impact on society.",BMW_2022.txt
,aim,"In order to promote local and indigenous knowledge of biodiversity, we have embraced a range of innovative approaches to promote biodiversity education, with the [aim] of boosting public awareness and laying the groundwork for transformative shifts in behaviour.",BMW_2022.txt
,aim,"Through these collaborative efforts, we [aim] to inspire and motivate the next generation of leaders, while contributing to the long-term success of our organisation and society.",BMW_2022.txt
,aim,"By sharing our sustainable thinking, we [aim] to inspire customers to adopt a more sustainable lifestyle while enjoying the whole customer journey.",BMW_2022.txt
,aim,"As a mobility provider, we [aim] to find innovative solutions that address these challenges and make urban transport more sustainable.",BMW_2022.txt
,aim,"As an important part of our low-carbon services, we [aim] to provide holistic, convenient, and efficient charging services driven by customer centricity.",BMW_2022.txt
,aim,"WATER STEWARDSHIPWe constantly improve water efficiency in our production, and our [aim] is to minimise the influence on freshwater consumption from the fluctuation in production volume.",BMW_2022.txt
,aim,"For this reason, we [aim] to develop a supply chain that is socially conscious and responsible, and we have taken series of steps in 2022.",BMW_2022.txt
,aim,"For non-renewable sources, we [aim] to minimise pollutants and greenhouse gas emissions, working on gradually replacing fossil fuels with more efficient, clean and reliable options.",BMW_2022.txt
,aim,"Our [aim] is to promote DEI through ongoing engagement and education, and we look forward to continuing our efforts in this regard.",BMW_2022.txt
,aimed,"Through its Green Enterprise Campaign, the Company has implemented a series of measures [aimed] at actively encouraging all subsidiaries to strengthen their environmental impact and risk management efforts, with the ultimate goal of minimising their operational environmental footprint.",SINOPEC_2022.txt
,aimed,"Optimizing the management Learning System Construction PBA e d e e d f It s [aimed] to formulate and publicize systems such as the Training PBA Management Mechanism and the Online Training Operation Implementation Framework Guidelines to carry out online training operations in a professional, standardized, and efficient manner, and create a community operation mechanism with Snow characteristics.",CRB_2022.txt
,aimed,Snow Lecture Hall Live Broadcast f 2022 1 CEO 3 f It s [aimed] to transform the practical experience of the leaders of each business unit into the experience and capabilities of the organization.,CRB_2022.txt
,aimed,"Channel Magic Weapon channel marketing empowerment e e e f2022 177 f It s [aimed] to cultivate a group of channel marketing talents who understand marketing, have strategy, seek innovation, and pursue excellence.",CRB_2022.txt
,aimed,"Fire Pistol for key customers empowerment d d d f2022 96 f It s [aimed] to empower core key customers, build a dealer empowerment system and empowerment platform, sharing excellent dealer business models, and establish long-term and stable partnerships.",CRB_2022.txt
,aimed,Management trainee training program and Future Stars training camp d f 2022 161 223 f It s [aimed] to establish a perfect reserve management talent echelon to meet the training needs of the Company s business development for middle-level management.,CRB_2022.txt
,aimed,"Middle-level management class in the operation system d d f2022 435 f It s [aimed] to meet the needs of strategic transformation and business development of the operation system, effectively improve the professional capabilities of the middle-level of the operation system, and build a high-quality operation system talent echelon.",CRB_2022.txt
,aimed,"High-performance middle-level project in the production system d d f2022 135 f It s [aimed] to meet the needs of production system business development and intelligent transformation, effectively improve the management ability of high-performance middle-level in the production system, and build a high-quality talent echelon for the production system.",CRB_2022.txt
,aimed,"High-performance middle-level project in the production system d d f2022 135 f It s [aimed] to meet the needs of production system business development and intelligent transformation, effectively improve the management ability of high-performance middle-level in the production system, and build a high-quality talent echelon for the production system.",CRB_2022.txt
,aimed,These efforts are [aimed] at ensuring maximum recycling of our products.,ANTA_2022.txt
,aimed,"In 2022, we signed a MoU with the HBIS Group, [aimed] at establishing a green and low-carbon steel supply chain.",BMW_2022.txt
,aimed,"Measures [aimed] at improving energy efficiency in logistics Promoted the use of clean energy and gradually replacing existing fuel vehicles with electric vehicles; Promoted photovoltaic power generation projects, which are already in use in some warehouses; Built new warehouses and rearranging transport routes to shorten the journey of cargo transport, and reduce the carbon emissions of freight vehicles.",ANTA_2022.txt
,aimed,"ANTA Sports Products Limited ESG Report 202260Measures [aimed] at improving energy efficiency in production Exercised daily control of air conditioners, boilers and other equipment and control with time switch to reduce non-essential energy consumption; Conducted regular maintenance to reduce abnormal operation of equipment, replacing old equipment on a timely basis, and promoting energy-saving equipment such as energy-saving lamps to improve the operation efficiency of the equipment and reduce energy loss; Conducted monthly inspection on energy conservation to analyze the energy conservation status of each floor, and following up on the energy conservation measures and suggestions of each department in a timely manner; Carried out energy conservation activities such as energy conservation renovation and application of new technologies to reduce electricity usage.",ANTA_2022.txt
,aimed,These efforts are [aimed] at ensuring maximum recycling of our products.,ANTA_2022.txt
,aimed,"To this end, the Company has implemented a range of measures [aimed] at deepening the application of the risk assessment management platform, promoting systematic, regular, standardised and informationalised identification and assessment of risks, and building a dual prevention mechanism of tiered control and hazard detection and management and eliminating the weak links of safety management.",SINOPEC_2022.txt
,aimed,"Measures [aimed] at improving energy efficiency in logistics Promoted the use of clean energy and gradually replacing existing fuel vehicles with electric vehicles; Promoted photovoltaic power generation projects, which are already in use in some warehouses; Built new warehouses and rearranging transport routes to shorten the journey of cargo transport, and reduce the carbon emissions of freight vehicles.",ANTA_2022.txt
,aimed,"ANTA Sports Products Limited ESG Report 202260Measures [aimed] at improving energy efficiency in production Exercised daily control of air conditioners, boilers and other equipment and control with time switch to reduce non-essential energy consumption; Conducted regular maintenance to reduce abnormal operation of equipment, replacing old equipment on a timely basis, and promoting energy-saving equipment such as energy-saving lamps to improve the operation efficiency of the equipment and reduce energy loss; Conducted monthly inspection on energy conservation to analyze the energy conservation status of each floor, and following up on the energy conservation measures and suggestions of each department in a timely manner; Carried out energy conservation activities such as energy conservation renovation and application of new technologies to reduce electricity usage.",ANTA_2022.txt
,aimed,"In 2022, the Environmental Protection Sub-Committee of the HSE Management Committee implemented a series of measures [aimed] at optimising the monitoring indicators of environmental protection.",SINOPEC_2022.txt
,aimed,"Through its Green Enterprise Campaign, the Company has implemented a series of measures [aimed] at actively encouraging all subsidiaries to strengthen their environmental impact and risk management efforts, with the ultimate goal of minimising their operational environmental footprint.",SINOPEC_2022.txt
,aimed,"To this end, the Company has implemented a range of measures [aimed] at deepening the application of the risk assessment management platform, promoting systematic, regular, standardised and informationalised identification and assessment of risks, and building a dual prevention mechanism of tiered control and hazard detection and management and eliminating the weak links of safety management.",SINOPEC_2022.txt
,aimed,"In 2022, the Environmental Protection Sub-Committee of the HSE Management Committee implemented a series of measures [aimed] at optimising the monitoring indicators of environmental protection.",SINOPEC_2022.txt
,aimed,"Middle-level management class in the operation system d d f2022 435 f It s [aimed] to meet the needs of strategic transformation and business development of the operation system, effectively improve the professional capabilities of the middle-level of the operation system, and build a high-quality operation system talent echelon.",CRB_2022.txt
,aimed,Management trainee training program and Future Stars training camp d f 2022 161 223 f It s [aimed] to establish a perfect reserve management talent echelon to meet the training needs of the Company s business development for middle-level management.,CRB_2022.txt
,aimed,"On the basis of the Comprehensive Risk Management Policy of the Bank of China Limited, BOC formulated the Plan on Improving Comprehensive Risk Management and its Effectiveness across the Bank, which [aimed] to continuously enhance the competitiveness and effectiveness of risk management as per the overall principle of being forward-looking, proactive, adaptive, and applicable.",BOC_2022.txt
,aimed,"In 2023, HONOR released the Overall Policy for AI Business Governance within the Company, [aimed] at standardizing the Company's AI business governance, so as to comply with external laws and regulations and provide users with Trusted Responsible AI services.",HONOR_2021-2022.txt
,aimed,"Launched by companies such as Google, Qualcomm, and Meta, CODE represents a joint effort within the ecosystem [aimed] at providing innovative, safe, and reliable products for consumers and businesses alike.",HONOR_2021-2022.txt
,aimed,"Our training courses are [aimed] at professional and management personnel at the Group, business unit, and factory levels.",MENGNIU_2022.txt
,aimed,The project is [aimed] at preschool children and elementary school students by establishing an ecological teaching base to carry out educational and entertaining interactive experiences and ecological education practice activities.,MENGNIU_2022.txt
,aimed,The project is [aimed] at preschool children and elementary school students by establishing an ecological teaching base to carry out educational and entertaining interactive experiences and ecological education practice activities.,MENGNIU_2022.txt
,aimed,"The periodic target was overfulfilled, and the balance of green credit exceeded RMB1, 987. 2 billion (by the standard of the CBIRC) in 2022, including new credit of RMB578. 6 billion and representing an increase of RMB1, 090. 4 billion from the end of the 13th Five- Year Plan period YoY growth rate of domestic green credit balance across the Bank (by the standard of the CBIRC) reached 41. 08 YoY growth rate exceeded 60 The proportion of credit to brown industries in corporate loans kept going down and fell below 10 No new financing for new coal mining projects and new coal power projects outside of China BOC implemented the strategy of green development, [aimed] to become the preferred bank for green financial services, optimised the green finance governance framework, improved policy support for green finance, and promoted the sound and rapid development of green finance businesses such as stock, bond, loan, investment, insurance and leasing.",BOC_2022.txt
,aimed,"Our training courses are [aimed] at professional and management personnel at the Group, business unit, and factory levels.",MENGNIU_2022.txt
,aimed,"In order to ensure the effective implementation of our systems and processes, we carried out implementation checks for each key business area and core business, Through this process, we ef- fectively identified relevant risks and hidden dangers and formu- lated measures [aimed] at improving business efficiency and up- grading management measures.",FEIHE_2022.txt
,aimed,"Intellectual Property Management System Certification CertificateBoosting Product Innovation Intellectual Property ProtectionInvested a total of RMB 493 million in scientific research Patent TypeApplications in 2022Number of Grant- ed Patents in 2022Total Number of Granted Patents Invention Utility Model Industrial Design Total83 4 23 110 134 232 41 48 92 234 186 347Feihe Intellectual Property TrainingTo enhance the creation, application, and protection of in- tellectual property rights, we conducted intellectual property training sessions [aimed] at strengthening the capacity building of our intellectual property talents and enhancing the effec- tiveness of our intellectual property protection efforts.",FEIHE_2022.txt
,aimed,"In order to ensure the effective implementation of our systems and processes, we carried out implementation checks for each key business area and core business, Through this process, we ef- fectively identified relevant risks and hidden dangers and formu- lated measures [aimed] at improving business efficiency and up- grading management measures.",FEIHE_2022.txt
,aimed,"Intellectual Property Management System Certification CertificateBoosting Product Innovation Intellectual Property ProtectionInvested a total of RMB 493 million in scientific research Patent TypeApplications in 2022Number of Grant- ed Patents in 2022Total Number of Granted Patents Invention Utility Model Industrial Design Total83 4 23 110 134 232 41 48 92 234 186 347Feihe Intellectual Property TrainingTo enhance the creation, application, and protection of in- tellectual property rights, we conducted intellectual property training sessions [aimed] at strengthening the capacity building of our intellectual property talents and enhancing the effec- tiveness of our intellectual property protection efforts.",FEIHE_2022.txt
,aimed,"In 2022, we signed a MoU with the HBIS Group, [aimed] at establishing a green and low-carbon steel supply chain.",BMW_2022.txt
,aimed,This close-looped mechanism is [aimed] to ensure the projects in question can be handled properly.,BOC_2022.txt
,aimed,"Launched by companies such as Google, Qualcomm, and Meta, CODE represents a joint effort within the ecosystem [aimed] at providing innovative, safe, and reliable products for consumers and businesses alike.",HONOR_2021-2022.txt
,aimed,"The periodic target was overfulfilled, and the balance of green credit exceeded RMB1, 987. 2 billion (by the standard of the CBIRC) in 2022, including new credit of RMB578. 6 billion and representing an increase of RMB1, 090. 4 billion from the end of the 13th Five- Year Plan period YoY growth rate of domestic green credit balance across the Bank (by the standard of the CBIRC) reached 41. 08 YoY growth rate exceeded 60 The proportion of credit to brown industries in corporate loans kept going down and fell below 10 No new financing for new coal mining projects and new coal power projects outside of China BOC implemented the strategy of green development, [aimed] to become the preferred bank for green financial services, optimised the green finance governance framework, improved policy support for green finance, and promoted the sound and rapid development of green finance businesses such as stock, bond, loan, investment, insurance and leasing.",BOC_2022.txt
,aimed,"On the basis of the Comprehensive Risk Management Policy of the Bank of China Limited, BOC formulated the Plan on Improving Comprehensive Risk Management and its Effectiveness across the Bank, which [aimed] to continuously enhance the competitiveness and effectiveness of risk management as per the overall principle of being forward-looking, proactive, adaptive, and applicable.",BOC_2022.txt
,aimed,"In 2023, HONOR released the Overall Policy for AI Business Governance within the Company, [aimed] at standardizing the Company's AI business governance, so as to comply with external laws and regulations and provide users with Trusted Responsible AI services.",HONOR_2021-2022.txt
,aimed,"Fire Pistol for key customers empowerment d d d f2022 96 f It s [aimed] to empower core key customers, build a dealer empowerment system and empowerment platform, sharing excellent dealer business models, and establish long-term and stable partnerships.",CRB_2022.txt
,aimed,"Channel Magic Weapon channel marketing empowerment e e e f2022 177 f It s [aimed] to cultivate a group of channel marketing talents who understand marketing, have strategy, seek innovation, and pursue excellence.",CRB_2022.txt
,aimed,This close-looped mechanism is [aimed] to ensure the projects in question can be handled properly.,BOC_2022.txt
,aimed,Snow Lecture Hall Live Broadcast f 2022 1 CEO 3 f It s [aimed] to transform the practical experience of the leaders of each business unit into the experience and capabilities of the organization.,CRB_2022.txt
,aimed,"Optimizing the management Learning System Construction PBA e d e e d f It s [aimed] to formulate and publicize systems such as the Training PBA Management Mechanism and the Online Training Operation Implementation Framework Guidelines to carry out online training operations in a professional, standardized, and efficient manner, and create a community operation mechanism with Snow characteristics.",CRB_2022.txt
,aiming,"We have required all our strategic suppliers of raw material and auxiliary materials to fill in and update the Sedex SAQ14 questionnaire on the Sedex platform, [aiming] to grade the sustainable development capacity and risk level of suppliers by pre-screening supplier risks and assessing the maturity of their environmental and social management systems.",MENGNIU_2022.txt
,aiming,"We have released materials about our Trade-in program on HONOR Talks, and organized offline training sessions at various service stores, [aiming] to share with users the value of recycling electronic products and to encourage their participation in our recycling initiative.",HONOR_2021-2022.txt
,aiming,"HONOR consistently upholds the principle of producing greener and more environmentally sustainable products, [aiming] to enhance user experience while reducing the negative impact on the environment.",HONOR_2021-2022.txt
,aiming,"For cattle welfare, we clarified the configuration, installation, operation and management requirements for heat stress prevention and control facilities in the dairy farming process by getting involved in the standard development work, and standardized the standard system for cattle nutrition adjustment strategy, production management strategy, and heat stress assessment, [aiming] to reduce the impact of heat stress in the dairy farming industry and protect the production performance and feeding economic benefits of cattle.",MENGNIU_2022.txt
,aiming,"With a focus on a new round of technological innovation, we invest heavily in bolstering our R&D capabilities, [aiming] to surpass our limits and improve product quality.",HONOR_2021-2022.txt
,aiming,"In 2022, Mengniu joined the responsible business platform Sedex12, [aiming] to build a responsible supply chain by benchmarking international concepts and practices, and further to promote the sustainable development of the supply chain.",MENGNIU_2022.txt
,aiming,"SDGs We Focused in this Section Nutrition and Health Excellent Quality Good ServicesHighlights in 2022 Nutrition and Health Developed the Mengniu Product Sugar Control Guidelines and Basic Nutrient Standards for Mengniu Products to comprehensively promote nutrition and health research, [aiming] to provide better quality nutrition and health products.",MENGNIU_2022.txt
,aiming,"Vulnerable groupsVulnerable groups The Uyghur version of mobile banking was launched to display frequently used functions such as account view and transfer & remittance in Uyghur, a move [aiming] to improve the accessibility of financial services in ethnic minority areas.",BOC_2022.txt
,aiming,"Basic Nutrient Standards for Mengniu Products After a lot of research and investigation, we formulated the Basic Nutrient Standards for Mengniu Products (the Standards ), [aiming] to provide scientific and reasonable technical support for innovative product development and product improvement and upgrading.",MENGNIU_2022.txt
,aiming,"In 2022, Mengniu held the first World Quality Innovation quality innovation evaluation activity to select Mengniu quality management method innovation projects, quality technology innovation projects and achievement innovation projects, [aiming] to fully implement the core values of the enterprise, create a strong quality culture atmosphere and enhance quality management and technology innovation.",MENGNIU_2022.txt
,aiming,"The Group ESG O ce, along with relevant functional departments and subsidiaries, jointly established a responsible investment expert group, [aiming] to promote the Group s responsible investment policy.",PINGAN_2022.txt
,aiming,"Upholding the ESG concept, BOC continued to enhance the resilience of sustainable development through a sound corporate governance system, [aiming] to build momentum for high-quality development.",BOC_2022.txt
,aiming,"In addition, we actively carry out supplier audits, [aiming] to further lower the ESG risks of the supply chain.",MENGNIU_2022.txt
,aiming,"Since 2020, CTSE programme has integrated the Chinese traditional culture of propriety into the traffic scenarios, [aiming] to spread the idea of Travel with Propriety through innovative approaches.",BMW_2022.txt
,aiming,"Under the Ecosystem-Collaborative & Accountable pillar of the GREEN strategy, the Company has formulated three topics of sustainable procurement, sustainable agriculture and biodiversity conservation, [aiming] to build a responsible supply chain, explore green ecological agriculture, protect the natural environment, and cooperate with upstream and downstream partners to jointly realize the sustainable development of the industry ecosystem.",MENGNIU_2022.txt
,aiming,"Whole-Process Management of Suppliers We have formulated a number of supplier management rules and regulations, clarified the responsibilities of each department, and implemented hierarchical and differentiated management of in 4 modules including from supplier admission, daily management, improvement, performance and optimization [aiming] to build a complete quality management system covering the whole life cycle of procurement and supply.",MENGNIU_2022.txt
,aiming,"In 2022, Mengniu's Milk Deluxe and the China Environmental Protection Foundation jointly launched the Guarding Ulan Buh project, carrying out a series of public welfare actions focusing on the biodiversity of the desert region, [aiming] to develop the Ulan Buh Desert into a rich oasis where People and Nature Live Together in Harmony.",MENGNIU_2022.txt
,aiming,"Cyber security HONOR has always been [aiming] to recruit and cultivate outstanding talents, upholding the inclusive, equal and respectful recruitment principles, and incorporating anti-discrimination, anti-harassment and anti-forced labor into the HONOR Code of Conduct.",HONOR_2021-2022.txt
,aiming,"From the aspects of green breeding, green planting, green transportation, and green processing, Shengmu is [aiming] to build a green low-carbon eco-system driven by the dual elements of Planting, Rearing and Processing carbon reduction and Agriculture, Forestry and Meadow carbon sequestration.",MENGNIU_2022.txt
,aiming,"We invited professional third-party agencies to conduct special EHS training, [aiming] to enhance the EHS awareness, knowledge, and skills of key personnel.",HONOR_2021-2022.txt
,aiming,"We have conducted over 50 sessions of health promotion campaign online, and established a comprehensive system for cultivating health awareness among all employees with health campaign, health experience and health education as the core, [aiming] to help employees work healthily and live safely.",HONOR_2021-2022.txt
,aiming,"All employees are required to learn the Code of Conduct every year, [aiming] to create a simple and efficient workplace that is open to innovation and respectful for each other.",HONOR_2021-2022.txt
,aiming,"In the areas of talent recruitment, employee development, remuneration and incentive, and employee care, we have comprehensive human resources management policies, [aiming] to support HONOR strivers and seek common development.",HONOR_2021-2022.txt
,aiming,"We have launched the smart device access service, [aiming] to build an extensive exercise and health database with device manufacturers in the ecosystem, and to further the partnership with medical institutions, universities, experts and scholars.",HONOR_2021-2022.txt
,aiming,"In 2022, for the sake of regulating and preventing corruption risks and promoting business transactions to be conducted in an honest and clean manner, the Group formulated two systems, namely, the Anti-Corruption and Anti-Bribery Policy and the Whistleblowing Policy, [aiming] at further improving the compliance system.",CRB_2022.txt
,aiming,"27 26Focusing on Employment Stabilisation and ExpansionFocusing on Employment Stabilisation and Expansion to Improve People s Well-beingto Improve People s Well-being In 2022, BOC launched the innovative Job Creation inclusive finance action plan (also known as the Job Creation campaign) with the theme of Promoting Employment, [aiming] to enhance the role of inclusive finance in driving employment.",BOC_2022.txt
,aiming,"Mengniu joined the Supplier Ethical Data Exchange (Sedex) platform, [aiming] to build a responsible supply chain by reference to international concepts and practices, and further to promote the sustainable development of the supply chain.",MENGNIU_2022.txt
,aiming,"Responsibility- Common Prosperity In 2022, Mengniu held the 7th Employee and Trade Union Representative Conference, which deliberated and passed 14 regulations related to employees' interests, awarded the advanced collectives and excellent individuals in the trade union work, and comprehensively launched the mass organization work systems of the Mengniu Happiness Seven-heart Project, [aiming] to build a happy home of Mengniu and to gather the wisdom and strength of the employees to promote the high-quality development of the enterprise.",MENGNIU_2022.txt
,aiming,"In 2022, Feihe held an essay contest for all employees, [aiming] to review its development history and convey the spirit of Feihe.",FEIHE_2022.txt
,aiming,"In accordance with 196 national comprehensive and special environmental protection laws and regulations in 22 categories, Mengniu has formulated environmental protection management policies such as Mengniu Manual on Environmental Protection, Procedures for Environmental Risk Assessment and Control Planning, Administrative System for Environmental Accident Reporting and Handling, Administrative System for Environmental Management of Construction Projects, and Mengniu Guidebook for Environmental Protection Compliance, [aiming] to ensure environmental compliance during its production and operation process.",MENGNIU_2022.txt
,aiming,"With the focus on major risks, Mengniu is [aiming] to practically improve the level of safety and environmental management.",MENGNIU_2022.txt
